ad_name,campaign_name,ad_set_name,reach,impressions,clicks_link,landing_page_views,video_plays_15_plus_sec,video_plays_25_pct,video_plays_50_pct,video_plays_75_pct,video_plays_100_pct,cost,comments,reactions,engagement,shares,page_likes,estimated_ad_recall_lift,estimated_ad_recall_rate,video_plays_3_sec,indication,brand_target,date
CM~Educate Ad 3_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18224-9-120398_FF~THEIR2+ 2L Engagement + Video RTA LAL,AN~Video RTA LAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,98,107,2,0,0,0,0,0,0,0.79,0,0.0,9,0,0,0,0,7,BZS,DTC,2024-05-07
CM~Results Ad_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18224-9-120398_FF~THEIR2+ 2L Engagement + Video RTA LAL,AN~Video RTA LAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,936,971,16,0,0,0,0,0,0,6.63,0,0.0,118,0,0,0,0,102,BZS,DTC,2024-05-07
CM~CRM Ad_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18224-9-120398_FF~THEIR2+ 2L FB PurpleLab,AN~DTC Purple Lab_TG~RT_DE~A25-65A_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,7039,8092,52,0,0,0,0,0,0,55.91,0,0.0,764,0,0,0,0,712,BZS,DTC,2024-05-07
CM~Educate Ad 2_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18224-9-120398_FF~THEIR2+ 2L FB PurpleLab,AN~DTC Purple Lab_TG~RT_DE~A25-65A_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,616,740,3,0,0,0,0,0,0,2.26,0,0.0,50,0,0,0,0,47,BZS,DTC,2024-05-07
CM~Educate Ad 3_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18224-9-120398_FF~THEIR2+ 2L FB PurpleLab,AN~DTC Purple Lab_TG~RT_DE~A25-65A_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,263,312,1,0,0,0,0,0,0,1.8599999999999999,0,0.0,23,0,0,0,0,22,BZS,DTC,2024-05-07
CM~Results Ad_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18224-9-120398_FF~THEIR2+ 2L FB PurpleLab,AN~DTC Purple Lab_TG~RT_DE~A25-65A_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,4977,5844,48,0,0,0,0,0,0,39.41,0,0.0,726,0,0,0,0,678,BZS,DTC,2024-05-07
CM~CRM Ad_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18224-9-120398_FF~THEIR2+ 2L Pixel LAL,AN~Pixel LAL_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,11562,13434,121,0,0,0,0,0,0,77.94,0,0.0,1283,0,0,0,0,1162,BZS,DTC,2024-05-07
CM~Educate Ad 2_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18224-9-120398_FF~THEIR2+ 2L Pixel LAL,AN~Pixel LAL_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,543,668,1,0,0,0,0,0,0,2.55,0,0.0,37,0,0,0,0,36,BZS,DTC,2024-05-07
CM~Educate Ad 3_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18224-9-120398_FF~THEIR2+ 2L Pixel LAL,AN~Pixel LAL_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,294,350,1,0,0,0,0,0,0,1.3599999999999999,0,0.0,11,0,0,0,0,10,BZS,DTC,2024-05-07
CM~Results Ad_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18224-9-120398_FF~THEIR2+ 2L Pixel LAL,AN~Pixel LAL_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,2683,2973,26,0,0,0,0,0,0,14.0,0,0.0,302,0,0,0,0,276,BZS,DTC,2024-05-07
CM~CRM Ad_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18224-9-120398_FF~THEIR2+ 2L Pixel LAL,AN~Pixel Search LAL_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,574,603,10,0,0,0,0,0,0,4.47,0,0.0,48,0,0,0,0,38,BZS,DTC,2024-05-07
CM~Educate Ad 2_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18224-9-120398_FF~THEIR2+ 2L Pixel LAL,AN~Pixel Search LAL_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,69,76,0,0,0,0,0,0,0,0.34,0,0.0,3,0,0,0,0,3,BZS,DTC,2024-05-07
CM~Educate Ad 3_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18224-9-120398_FF~THEIR2+ 2L Pixel LAL,AN~Pixel Search LAL_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,2,2,0,0,0,0,0,0,0,0.02,0,0.0,0,0,0,0,0,0,BZS,DTC,2024-05-07
CM~Results Ad_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18224-9-120398_FF~THEIR2+ 2L Pixel LAL,AN~Pixel Search LAL_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,88,91,0,0,0,0,0,0,0,0.82,0,0.0,15,0,0,0,0,15,BZS,DTC,2024-05-07
CM~CRM Ad_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18224-9-120398_FF~THEIR2+ 2L Pixel RTA,AN~Pixel RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,3567,4768,53,0,0,0,0,0,0,53.19,0,0.0,494,0,0,0,0,440,BZS,DTC,2024-05-07
CM~Educate Ad2_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18224-9-120398_FF~THEIR2+ 2L Pixel RTA,AN~Pixel RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,902,1371,14,0,0,0,0,0,0,8.47,0,0.0,139,0,0,0,0,125,BZS,DTC,2024-05-07
CM~Educate Ad3_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18224-9-120398_FF~THEIR2+ 2L Pixel RTA,AN~Pixel RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,377,516,5,0,0,0,0,0,0,3.94,0,0.0,43,0,0,0,0,38,BZS,DTC,2024-05-07
CM~Results Ad_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18224-9-120398_FF~THEIR2+ 2L Pixel RTA,AN~Pixel RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,3082,3997,36,0,0,0,0,0,0,35.88,0,0.0,500,0,0,0,0,464,BZS,DTC,2024-05-07
CM~CRM Ad_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18224-9-120398_FF~THEIR2+ 2L Pixel RTA,AN~Pixel Search RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,398,515,4,0,0,0,0,0,0,4.99,0,0.0,38,0,0,0,0,34,BZS,DTC,2024-05-07
CM~SecondLineDressAd1_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~18224-9-120398_FF~THEIR2+ 2L IG Engagement + Video RTA LAL,AN~Engagement RTA LAL_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,718,778,7,0,0,0,0,0,0,11.07,0,0.0,236,0,0,0,0,229,BZS,DTC,2024-05-07
CM~SecondLineWhiteFrameAd2_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~18224-9-120398_FF~THEIR2+ 2L IG Engagement + Video RTA LAL,AN~Engagement RTA LAL_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,92,95,2,0,0,0,0,0,0,1.55,0,0.0,24,0,0,0,0,22,BZS,DTC,2024-05-07
CM~SecondLineDressAd1_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~18224-9-120398_FF~THEIR2+ 2L IG Engagement + Video RTA LAL,AN~Video RTA LAL_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,1583,1709,14,0,0,0,0,0,0,20.05,0,3.0,472,0,0,0,0,454,BZS,DTC,2024-05-07
CM~SecondLineWhiteFrameAd2_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~18224-9-120398_FF~THEIR2+ 2L IG Engagement + Video RTA LAL,AN~Video RTA LAL_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,141,149,1,0,0,0,0,0,0,1.99,0,0.0,40,0,0,0,0,39,BZS,DTC,2024-05-07
CM~SecondLineDressAd1_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~18224-9-120398_FF~THEIR2+ 2L IG Pixel LAL,AN~Pixel LAL_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,1434,1706,9,0,0,0,0,0,0,23.5,0,1.0,390,0,0,0,0,379,BZS,DTC,2024-05-07
CM~SecondLineWhiteFrameAd2_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~18224-9-120398_FF~THEIR2+ 2L IG Pixel LAL,AN~Pixel LAL_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,599,691,5,0,0,0,0,0,0,11.3,0,0.0,141,0,0,0,0,136,BZS,DTC,2024-05-07
CM~SecondLineDressAd1_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~18224-9-120398_FF~THEIR2+ 2L IG Pixel LAL,AN~Pixel Search LAL_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,29,29,0,0,0,0,0,0,0,0.3,0,0.0,7,0,0,0,0,7,BZS,DTC,2024-05-07
CM~SecondLineDressAd1_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~18224-9-120398_FF~THEIR2+ 2L IG Pixel RTA,AN~Pixel RTA_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,763,1103,6,0,0,0,0,0,0,18.29,0,1.0,174,0,0,0,0,167,BZS,DTC,2024-05-07
CM~SecondLineWhiteFrameAd2_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~18224-9-120398_FF~THEIR2+ 2L IG Pixel RTA,AN~Pixel RTA_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,455,623,5,0,0,0,0,0,0,13.11,0,0.0,126,0,0,0,0,121,BZS,DTC,2024-05-07
CM~SecondLineDressAd1_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~18224-9-120398_FF~THEIR2+ 2L IG Pixel RTA,AN~Pixel Search RTA_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,103,120,0,0,0,0,0,0,0,2.45,0,0.0,22,0,0,0,0,22,BZS,DTC,2024-05-07
CM~SecondLineWhiteFrameAd2_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~18224-9-120398_FF~THEIR2+ 2L IG Pixel RTA,AN~Pixel Search RTA_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,7,8,0,0,0,0,0,0,0,0.07,0,0.0,1,0,0,0,0,1,BZS,DTC,2024-05-07
CM~SecondLineDressAd1_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~18224-9-120398_FF~THEIR2+ 2L IG PurpleLab,AN~DTC Purple Lab_TG~RT_DE~A25-65A_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,1511,1807,6,0,0,0,0,0,0,24.96,0,2.0,386,0,0,0,0,378,BZS,DTC,2024-05-07
CM~SecondLineWhiteFrameAd2_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~18224-9-120398_FF~THEIR2+ 2L IG PurpleLab,AN~DTC Purple Lab_TG~RT_DE~A25-65A_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,507,586,4,0,0,0,0,0,0,9.62,0,2.0,136,0,0,0,0,130,BZS,DTC,2024-05-07
CM~Spon. Ad 1_CT~VID_VD~15s_PH~CONV_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2Low_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18225-9-120399_FF~THEIR2Low FB PurpleLab,AN~DTC Purple Lab_TG~RT_DE~A25-65A_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,13149,15543,140,0,0,0,0,0,0,120.77,0,0.0,2403,0,0,0,0,2263,AST,DTC,2024-05-08
CM~Spon. Ad 2_CT~VID_VD~15s_PH~CONV_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2Low_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18225-9-120399_FF~THEIR2Low FB PurpleLab,AN~DTC Purple Lab_TG~RT_DE~A25-65A_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,47,57,1,0,0,0,0,0,0,0.38,0,0.0,4,0,0,0,0,3,AST,DTC,2024-05-08
CM~Spon. Ad 3_CT~VID_VD~30s_PH~CONV_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2Low_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18225-9-120399_FF~THEIR2Low FB PurpleLab,AN~DTC Purple Lab_TG~RT_DE~A25-65A_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,5589,6989,42,0,0,0,0,0,0,41.79,0,0.0,524,0,0,0,0,482,AST,DTC,2024-05-08
CM~Spon. Ad 1_CT~VID_VD~15s_PH~CONV_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2Low_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18225-9-120399_FF~THEIR2Low Pixel RTA,AN~Engagement RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,9312,11834,116,0,0,0,0,0,0,82.18,0,0.0,1108,0,0,0,0,992,AST,DTC,2024-05-08
CM~Spon. Ad 2_CT~VID_VD~15s_PH~CONV_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2Low_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18225-9-120399_FF~THEIR2Low Pixel RTA,AN~Engagement RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,976,1020,12,0,0,0,0,0,0,7.88,0,0.0,88,0,0,0,0,76,AST,DTC,2024-05-08
CM~Spon. Ad 3_CT~VID_VD~30s_PH~CONV_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2Low_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18225-9-120399_FF~THEIR2Low Pixel RTA,AN~Engagement RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,11820,16122,118,0,0,0,0,0,0,93.62,0,0.0,1016,0,0,0,0,898,AST,DTC,2024-05-08
CM~Spon. Ad 2_CT~VID_VD~15s_PH~CONV_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2Low_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18225-9-120399_FF~THEIR2Low Pixel RTA,AN~Pixel RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,360,527,5,0,0,0,0,0,0,5.89,0,0.0,45,0,0,0,0,40,AST,DTC,2024-05-08
CM~Spon. Ad 1_CT~VID_VD~15s_PH~CONV_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2Low_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18225-9-120399_FF~THEIR2Low Pixel RTA,AN~Pixel RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,226,317,2,0,0,0,0,0,0,3.39,0,0.0,21,0,0,0,0,19,AST,DTC,2024-05-08
CM~Spon. Ad 1_CT~VID_VD~15s_PH~CONV_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2Low_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18225-9-120399_FF~THEIR2Low Pixel RTA,AN~Pixel Search RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,441,618,10,0,0,0,0,0,0,7.91,0,0.0,75,0,0,0,0,65,AST,DTC,2024-05-08
CM~Spon. Ad 2_CT~VID_VD~15s_PH~CONV_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2Low_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18225-9-120399_FF~THEIR2Low Pixel RTA,AN~Pixel Search RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,1,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,AST,DTC,2024-05-08
CM~Spon. Ad 3_CT~VID_VD~30s_PH~CONV_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2Low_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18225-9-120399_FF~THEIR2Low Pixel RTA,AN~Pixel Search RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,62,78,2,0,0,0,0,0,0,0.92,0,0.0,11,0,0,0,0,9,AST,DTC,2024-05-08
CM~Spon. Ad 1_CT~VID_VD~15s_PH~CONV_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2Low_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18225-9-120399_FF~THEIR2Low Pixel RTA LAL,AN~Engagement RTA LAL_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF - Copy,10783,12846,97,0,0,0,0,0,0,73.12,0,0.0,1543,0,0,0,0,1446,AST,DTC,2024-05-08
CM~Spon. Ad 2_CT~VID_VD~15s_PH~CONV_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2Low_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18225-9-120399_FF~THEIR2Low Pixel RTA LAL,AN~Engagement RTA LAL_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF - Copy,69,70,0,0,0,0,0,0,0,0.46,0,0.0,3,0,0,0,0,3,AST,DTC,2024-05-08
CM~Spon. Ad 3_CT~VID_VD~30s_PH~CONV_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2Low_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18225-9-120399_FF~THEIR2Low Pixel RTA LAL,AN~Engagement RTA LAL_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF - Copy,21100,24439,153,0,0,0,0,0,0,107.08,0,0.0,1461,0,0,0,0,1308,AST,DTC,2024-05-08
